ds,yhat,yhat_lower,yhat_upper,fecha,afluencia,zscore_robusto,anomalia_mad,det_prophet,det_mad,prioridad_auditoria,linea,estacion,impacto_pasajeros,direccion_anomalia
2023-12-30,10176.829463894992,6291.076143601966,14018.807960777856,2023-12-30,4386,-3.7449135524313575,True,True,True,CRÍTICA (Consenso),linea 3,tlatelolco,-5791.0,Baja (Caída atípica)
2024-11-25,14313.373057440136,9512.646038259834,18504.447911161387,2024-11-25,5116,-6.081413962778804,True,True,True,CRÍTICA (Consenso),linea 3,hidalgo,-9197.0,Baja (Caída atípica)
2026-04-02,15181.623517576214,11583.361491365156,19118.70681489729,2026-04-02,8852,-23.724354993276943,True,True,True,CRÍTICA (Consenso),linea 3,tlatelolco,-6330.0,Baja (Caída atípica)
2024-03-28,18964.055070769595,14926.587993350171,22996.921468854078,2024-03-28,8284,-11.850874008114165,True,True,True,CRÍTICA (Consenso),linea 3,hospital general,-10680.0,Baja (Caída atípica)
2022-02-09,52187.54532864687,35381.98245656459,68846.43846617978,2022-02-09,34542,4.6450778127527395,True,True,True,CRÍTICA (Consenso),linea 3,universidad,-17646.0,Baja (Caída atípica)
2023-08-07,21346.934868016448,14092.373888428128,29326.7041518969,2023-08-07,12050,-3.8710872272589487,True,True,True,CRÍTICA (Consenso),linea 3,balderas,-9297.0,Baja (Caída atípica)
2024-05-10,28373.395841935788,22979.37156839757,33242.88612321021,2024-05-10,20554,-32.863095850770776,True,True,True,CRÍTICA (Consenso),linea 3,coyoacán,-7819.0,Baja (Caída atípica)
2026-04-04,8477.722674320139,5611.93900195469,11134.737914919016,2026-04-04,5102,-13.271696242678098,True,True,True,CRÍTICA (Consenso),linea 3,eugenia,-3376.0,Baja (Caída atípica)
2025-10-02,60297.55997458857,44267.641022685486,76792.22718208135,2025-10-02,30036,-14.915698262981,True,True,True,CRÍTICA (Consenso),linea 3,universidad,-30262.0,Baja (Caída atípica)
2023-05-01,7362.262075270488,4157.63544721453,10494.550715638574,2023-05-01,4154,-4.697555222128933,True,True,True,CRÍTICA (Consenso),linea 3,división del norte,-3208.0,Baja (Caída atípica)
2025-09-15,15483.718141337553,11428.072030366937,19091.780427111702,2025-09-15,10312,-5.491429185643221,True,True,True,CRÍTICA (Consenso),linea 3,tlatelolco,-5172.0,Baja (Caída atípica)
2023-12-14,20440.962404388018,15247.794874451882,25685.986400577207,2023-12-14,11782,-8.0692793083833,True,True,True,CRÍTICA (Consenso),linea 3,zapata,-8659.0,Baja (Caída atípica)
2022-04-15,11021.960238972286,6528.782661668446,15063.136438110172,2022-04-15,4137,-5.894337216231021,True,True,True,CRÍTICA (Consenso),linea 3,hidalgo,-6885.0,Baja (Caída atípica)
2024-02-27,27599.56747734273,22055.103363276583,32955.78386235764,2024-02-27,16391,-6.484024783386274,True,True,True,CRÍTICA (Consenso),linea 3,coyoacán,-11209.0,Baja (Caída atípica)
2025-04-19,6874.313058941387,5555.020309342704,8170.361582327165,2025-04-19,5183,-14.494806323385902,True,True,True,CRÍTICA (Consenso),linea 3,guerrero,-1691.0,Baja (Caída atípica)
2025-04-19,24240.488512577853,12533.95796730084,36714.89439970819,2025-04-19,11514,-12530000000.0,True,True,True,CRÍTICA (Consenso),linea 3,copilco,-12726.0,Baja (Caída atípica)
2023-11-02,15696.861732693607,12515.386414077653,18707.942638492048,2023-11-02,10654,-4.774559759810558,True,True,True,CRÍTICA (Consenso),linea 3,división del norte,-5043.0,Baja (Caída atípica)
2024-12-31,15262.441113438206,9807.27954801499,20990.74583909064,2024-12-31,7614,-20.81038703316174,True,True,True,CRÍTICA (Consenso),linea 3,niños héroes,-7648.0,Baja (Caída atípica)
2026-04-03,18370.756136704786,12678.941522708546,23932.39119971025,2026-04-03,4695,-43.496930697627,True,True,True,CRÍTICA (Consenso),linea 3,niños héroes,-13676.0,Baja (Caída atípica)
2023-11-03,9346.77981767624,8011.604490098628,10659.253443425378,2023-11-03,7775,-4.811174416330509,True,True,True,CRÍTICA (Consenso),linea 3,guerrero,-1572.0,Baja (Caída atípica)
2023-05-10,16599.625560800716,12697.993263669086,20345.315253350982,2023-05-10,12269,-3.5017026581940156,True,True,True,CRÍTICA (Consenso),linea 3,tlatelolco,-4331.0,Baja (Caída atípica)
2023-04-06,14060.085010978466,11002.321808477402,17287.855947600332,2023-04-06,9533,-11.788682395737736,True,True,True,CRÍTICA (Consenso),linea 3,división del norte,-4527.0,Baja (Caída atípica)
2023-01-09,23919.338369183737,18433.098798081366,29675.45617859116,2023-01-09,2563,-5.782856568280607,True,True,True,CRÍTICA (Consenso),linea 3,la raza,-21356.0,Baja (Caída atípica)
2024-03-28,19047.214511220376,13255.386158097768,24412.495695331374,2024-03-28,11004,-12.646701723125993,True,True,True,CRÍTICA (Consenso),linea 3,zapata,-8043.0,Baja (Caída atípica)
2024-03-30,14197.754370774466,10816.097051964489,17503.51973734793,2024-03-30,9044,-14.851241150479037,True,True,True,CRÍTICA (Consenso),linea 3,viveros/derechos humanos,-5154.0,Baja (Caída atípica)
2024-12-31,13165.866759551624,9271.660095994008,17289.00639480963,2024-12-31,8622,-9.97892174526187,True,True,True,CRÍTICA (Consenso),linea 3,hidalgo,-4544.0,Baja (Caída atípica)
2023-01-10,88920.77584312255,74950.33332295963,103652.6299375367,2023-01-10,46843,-35.090277002678775,True,True,True,CRÍTICA (Consenso),linea 3,indios verdes,-42078.0,Baja (Caída atípica)
2025-11-06,6940.039151198359,5819.789953824708,8067.531703420809,2025-11-06,8109,4.910036982200358,True,True,True,CRÍTICA (Consenso),linea 4,morelos,1169.0,Alza (Pico atípico)
2023-03-03,13558.32234128651,10591.770802272273,16623.288998991815,2023-03-03,16647,8.977325363753371,True,True,True,CRÍTICA (Consenso),linea 4,candelaria,3089.0,Alza (Pico atípico)
2025-10-18,12145.542903225189,9618.40348526865,14638.856474491391,2025-10-18,14869,6.314742852695233,True,True,True,CRÍTICA (Consenso),linea 4,fray servando,2723.0,Alza (Pico atípico)
2024-10-31,7644.0650913549225,6327.434200367926,8964.522840924534,2024-10-31,10234,6.938573242932487,True,True,True,CRÍTICA (Consenso),linea 4,jamaica,2590.0,Alza (Pico atípico)
2024-05-09,6837.9071994328715,5526.6379613890995,8208.309002697037,2024-05-09,9437,19.42381801614975,True,True,True,CRÍTICA (Consenso),linea 4,jamaica,2599.0,Alza (Pico atípico)
2022-07-31,3094.60830782125,1651.9612138712525,4440.523810455151,2022-07-31,4951,7.963724183193322,True,True,True,CRÍTICA (Consenso),linea 4,jamaica,1856.0,Alza (Pico atípico)
2024-08-14,2302.206003073069,1743.7278394157215,2860.533306097098,2024-08-14,2970,8.117978004230197,True,True,True,CRÍTICA (Consenso),linea 4,santa anita,668.0,Alza (Pico atípico)
2024-01-10,3096.6345779005505,2407.8478456326684,3868.2346391891506,2024-01-10,1914,-5.143424389089769,True,True,True,CRÍTICA (Consenso),linea 4,consulado,-1183.0,Baja (Caída atípica)
2023-04-07,8732.200424723329,6475.552991779185,11168.662218521471,2023-04-07,2437,-3.838877041504454,True,True,True,CRÍTICA (Consenso),linea 4,fray servando,-6295.0,Baja (Caída atípica)
2026-02-03,1830.2617007150654,1300.3774069740584,2345.9137031710716,2026-02-03,832,-30.703991498366815,True,True,True,CRÍTICA (Consenso),linea 4,santa anita,-998.0,Baja (Caída atípica)
2024-03-30,2672.588274890791,2018.598907328817,3357.470536714649,2024-03-30,1896,-10.936385754076024,True,True,True,CRÍTICA (Consenso),linea 4,consulado,-777.0,Baja (Caída atípica)
2025-05-10,6861.3533723081555,5319.194603413744,8454.109877252926,2025-05-10,5243,-3.624403643550783,True,True,True,CRÍTICA (Consenso),linea 4,canal del norte,-1618.0,Baja (Caída atípica)
2024-12-31,3106.057813998976,2380.907655072902,3847.152609492091,2024-12-31,2143,-7.502327504504009,True,True,True,CRÍTICA (Consenso),linea 4,consulado,-963.0,Baja (Caída atípica)
2022-06-27,6194.35820327813,4677.354944781985,7782.487865412145,2022-06-27,4665,-4.504634704224638,True,True,True,CRÍTICA (Consenso),linea 4,canal del norte,-1529.0,Baja (Caída atípica)
2022-11-02,4061.5537048373862,3365.199893063929,4740.646986770321,2022-11-02,2455,-5.7960476907035074,True,True,True,CRÍTICA (Consenso),linea 4,talismán,-1607.0,Baja (Caída atípica)
2022-12-31,7003.582218119158,5916.4232918707985,8107.155709254166,2022-12-31,5402,-16.774530259549913,True,True,True,CRÍTICA (Consenso),linea 4,morelos,-1602.0,Baja (Caída atípica)
2024-12-12,8678.078761740153,7020.366126979706,10245.25926923657,2024-12-12,6373,-20.984156699390002,True,True,True,CRÍTICA (Consenso),linea 4,canal del norte,-2305.0,Baja (Caída atípica)
2025-12-24,3223.2515404896794,2530.4727333408437,3984.743608817499,2025-12-24,1991,-4.549746750079208,True,True,True,CRÍTICA (Consenso),linea 4,talismán,-1232.0,Baja (Caída atípica)
2023-04-07,6471.0970850508365,4898.6698051574585,8046.82105451965,2023-04-07,2709,-23.243242605867184,True,True,True,CRÍTICA (Consenso),linea 4,canal del norte,-3762.0,Baja (Caída atípica)
2025-11-20,8197.1357631016,6823.124867533447,9536.905176408722,2025-11-20,9724,5.535364051408636,True,True,True,CRÍTICA (Consenso),linea 5,misterios,1527.0,Alza (Pico atípico)
2023-09-05,34698.109950810096,26249.689873180978,43214.38565446753,2023-09-05,46271,11.24515765277357,True,True,True,CRÍTICA (Consenso),linea 5,politécnico,11573.0,Alza (Pico atípico)
2025-04-10,7181.4812870293335,5779.788147922832,8706.972085966916,2025-04-10,8839,5.2273033565622145,True,True,True,CRÍTICA (Consenso),linea 5,misterios,1658.0,Alza (Pico atípico)
2022-05-04,60154.14817480507,50657.30962771028,70762.63553285754,2022-05-04,70787,3.8883560164436948,True,True,True,CRÍTICA (Consenso),linea 5,pantitlán,10633.0,Alza (Pico atípico)
2023-12-11,8010.740986243564,6686.797998846607,9443.535435071726,2023-12-11,10485,13.17724622873437,True,True,True,CRÍTICA (Consenso),linea 5,misterios,2474.0,Alza (Pico atípico)
2022-07-16,5396.953399158917,3983.405829940406,6766.952845606547,2022-07-16,7011,5.599938689622924,True,True,True,CRÍTICA (Consenso),linea 5,misterios,1614.0,Alza (Pico atípico)
2024-03-30,5669.957502409443,4257.093160287471,7223.303566419747,2024-03-30,3378,-2251000000.0,True,True,True,CRÍTICA (Consenso),linea 5,misterios,-2292.0,Baja (Caída atípica)
2023-10-12,6982.320487118897,5687.3750714799635,8317.527683307462,2023-10-12,4321,-3.747648227223982,True,True,True,CRÍTICA (Consenso),linea 5,aragón,-2661.0,Baja (Caída atípica)
2024-02-19,10163.650605151002,8053.93998222514,12308.08258068164,2024-02-19,5287,-4666000000.0,True,True,True,CRÍTICA (Consenso),linea 5,la raza,-4877.0,Baja (Caída atípica)
2022-11-02,6835.122545586968,5607.962198448729,8157.8411569916325,2022-11-02,3775,-51.11466854476173,True,True,True,CRÍTICA (Consenso),linea 5,eduardo molina,-3060.0,Baja (Caída atípica)
2024-12-24,5939.294214733228,4715.126354760618,7188.232983724635,2024-12-24,4523,-27.462711348373468,True,True,True,CRÍTICA (Consenso),linea 5,eduardo molina,-1416.0,Baja (Caída atípica)
2024-04-02,4161.6295140723405,3417.38831809137,4922.6996283982,2024-04-02,3365,-9.799497854813168,True,True,True,CRÍTICA (Consenso),linea 5,valle gómez,-797.0,Baja (Caída atípica)
2025-04-19,6050.295733591828,4109.768496428601,7937.627609537508,2025-04-19,3565,-61.027922270931555,True,True,True,CRÍTICA (Consenso),linea 5,oceanía,-2485.0,Baja (Caída atípica)
2024-10-02,29245.437117412177,20872.768053148,37942.95609333486,2024-10-02,8541,-4.748372132384364,True,True,True,CRÍTICA (Consenso),linea 5,politécnico,-20704.0,Baja (Caída atípica)
2024-05-10,31548.96394964255,23105.641916114957,40056.22775610385,2024-05-10,19432,-14759000000.0,True,True,True,CRÍTICA (Consenso),linea 5,politécnico,-12117.0,Baja (Caída atípica)
2026-06-11,8288.196814773426,6599.668231864346,10115.365388776647,2026-06-11,5740,-8.782792043595187,True,True,True,CRÍTICA (Consenso),linea 5,oceanía,-2548.0,Baja (Caída atípica)
2025-01-02,6561.6791130676775,5183.170282757111,7969.926958068101,2025-01-02,5159,-5.876867301515225,True,True,True,CRÍTICA (Consenso),linea 5,misterios,-1403.0,Baja (Caída atípica)
2026-04-04,5322.416382098936,3853.5136681737745,6708.961357994954,2026-04-04,3347,-19.03027484671174,True,True,True,CRÍTICA (Consenso),linea 5,misterios,-1975.0,Baja (Caída atípica)
2024-04-03,4856.041781261379,3715.538688695042,5989.107801872827,2024-04-03,3105,-4.212125938353432,True,True,True,CRÍTICA (Consenso),linea 5,hangares,-1751.0,Baja (Caída atípica)
2026-04-02,5763.227737004251,4563.6548452602765,7037.041117877964,2026-04-02,2800,-44.18467286993969,True,True,True,CRÍTICA (Consenso),linea 5,instituto del petróleo,-2963.0,Baja (Caída atípica)
2024-12-24,6099.541734689423,4792.257602791614,7513.109352690678,2024-12-24,4548,-15.246891871497088,True,True,True,CRÍTICA (Consenso),linea 5,aragón,-1552.0,Baja (Caída atípica)
2025-04-18,52543.411772683874,43063.7479920186,61765.582999630344,2025-04-18,23516,-54.29989544664525,True,True,True,CRÍTICA (Consenso),linea 5,pantitlán,-29027.0,Baja (Caída atípica)
2022-05-28,880.6161106079745,492.38547958102885,1275.912758867395,2022-05-28,1575,506000000.0,True,True,True,CRÍTICA (Consenso),linea 6,deportivo 18 de marzo,694.0,Alza (Pico atípico)
2022-12-25,-3094.6543573536865,-4444.209838954058,-1746.909010100856,2022-12-25,569,-19.94565504139646,True,True,True,CRÍTICA (Consenso),linea 6,norte 45,3664.0,Alza (Pico atípico)
2025-11-14,8200.785397932337,6940.551340540189,9559.98787868708,2025-11-14,9675,4.667744493948226,True,True,True,CRÍTICA (Consenso),linea 6,uam-azcapotzalco,1474.0,Alza (Pico atípico)
2025-12-11,27085.623302910615,21942.216474427052,32120.69161139923,2025-12-11,37766,6.671108345637976,True,True,True,CRÍTICA (Consenso),linea 6,martín carrera,10680.0,Alza (Pico atípico)
2023-01-01,-151.59034774806673,-553.1968730521899,248.57493106520198,2023-01-01,388,-4.322440741498655,True,True,True,CRÍTICA (Consenso),linea 6,deportivo 18 de marzo,540.0,Alza (Pico atípico)
2022-08-18,15533.263841729029,10827.748449055433,20534.4756300325,2022-08-18,21569,5.767675105053786,True,True,True,CRÍTICA (Consenso),linea 6,lindavista,6036.0,Alza (Pico atípico)
2024-07-28,639.5653568561461,259.44120317056945,1052.6983979063793,2024-07-28,1060,7.368811423026923,True,True,True,CRÍTICA (Consenso),linea 6,deportivo 18 de marzo,420.0,Alza (Pico atípico)
2024-10-03,1549.7992844702883,1175.063899425271,1947.6375927589295,2024-10-03,2404,7.2199010187669845,True,True,True,CRÍTICA (Consenso),linea 6,deportivo 18 de marzo,854.0,Alza (Pico atípico)
2025-12-31,16985.2021728968,10940.406958878908,23023.59098264557,2025-12-31,8807,-4.850822529845072,True,True,True,CRÍTICA (Consenso),linea 6,ferrería/arena ciudad de méxico,-8178.0,Baja (Caída atípica)
2024-11-01,27360.79382361016,22265.86360759794,32377.025558431542,2024-11-01,21984,-135.03304701126297,True,True,True,CRÍTICA (Consenso),linea 6,martín carrera,-5377.0,Baja (Caída atípica)
2024-03-28,1457.2331510797264,1067.1708651958857,1850.0972587072963,2024-03-28,761,-13.28104402688578,True,True,True,CRÍTICA (Consenso),linea 6,deportivo 18 de marzo,-696.0,Baja (Caída atípica)
2025-12-31,6959.986655937009,5284.284937601429,8445.569254291298,2025-12-31,4400,-11.506186214358895,True,True,True,CRÍTICA (Consenso),linea 6,vallejo,-2560.0,Baja (Caída atípica)
2024-11-22,18450.867769218457,14582.513029035093,22003.407525888233,2024-11-22,13809,-28.505419968689093,True,True,True,CRÍTICA (Consenso),linea 6,el rosario,-4642.0,Baja (Caída atípica)
2023-11-02,8184.166387964278,6573.86784779977,9737.294656881004,2023-11-02,5363,-12.483995586684703,True,True,True,CRÍTICA (Consenso),linea 6,vallejo,-2821.0,Baja (Caída atípica)
2024-12-31,17152.64412471451,11023.017157441805,22942.90462215721,2024-12-31,9048,-4.689496597499942,True,True,True,CRÍTICA (Consenso),linea 6,ferrería/arena ciudad de méxico,-8105.0,Baja (Caída atípica)
2024-04-02,16929.005439368324,12279.371519118768,21890.930213956482,2024-04-02,12020,-7682000000.0,True,True,True,CRÍTICA (Consenso),linea 6,lindavista,-4909.0,Baja (Caída atípica)
2024-12-31,13553.915800250343,9814.444323994769,17099.803760457115,2024-12-31,8255,-36.10878423782237,True,True,True,CRÍTICA (Consenso),linea 6,el rosario,-5299.0,Baja (Caída atípica)
2025-04-19,5592.2782520070305,4244.657736775092,7015.593503933477,2025-04-19,3615,-25.86731197839604,True,True,True,CRÍTICA (Consenso),linea 6,uam-azcapotzalco,-1977.0,Baja (Caída atípica)
2024-03-28,25982.626231913127,20559.745066093357,31044.29192905288,2024-03-28,12986,-47.127030557060024,True,True,True,CRÍTICA (Consenso),linea 6,martín carrera,-12997.0,Baja (Caída atípica)
2023-12-13,13981.161359085283,10449.68464341676,17692.968563304366,2023-12-13,8577,-743000000.0,True,True,True,CRÍTICA (Consenso),linea 6,la villa/basílica,-5404.0,Baja (Caída atípica)
2024-12-31,6919.840424176383,5264.540971200433,8455.519710385634,2024-12-31,4119,-8.308499791721415,True,True,True,CRÍTICA (Consenso),linea 6,vallejo,-2801.0,Baja (Caída atípica)
2023-04-13,15953.810183392587,10964.732282727971,20773.263997706566,2023-04-13,10649,-7.494341763938575,True,True,True,CRÍTICA (Consenso),linea 6,lindavista,-5305.0,Baja (Caída atípica)
2022-10-21,16314.681552744903,12791.863059557327,19722.028847122652,2022-10-21,20152,6.348738293136269,True,True,True,CRÍTICA (Consenso),linea 7,refinería,3837.0,Alza (Pico atípico)
2023-07-23,3220.101016290243,537.5412890017197,6176.432929995622,2023-07-23,7758,19.086748360063947,True,True,True,CRÍTICA (Consenso),linea 7,san pedro de los pinos,4538.0,Alza (Pico atípico)
2025-11-10,8291.561129294787,6896.689679187584,9758.1458610531,2025-11-10,9872,15.627431895864522,True,True,True,CRÍTICA (Consenso),linea 7,tacuba,1580.0,Alza (Pico atípico)
2026-02-11,12490.253944349392,9887.893486068186,14752.601235072174,2026-02-11,14845,5.631997824362614,True,True,True,CRÍTICA (Consenso),linea 7,san antonio,2355.0,Alza (Pico atípico)
2022-10-15,19824.37748670928,12057.484531064843,27852.559799848837,2022-10-15,28669,10.365096585331587,True,True,True,CRÍTICA (Consenso),linea 7,auditorio,8845.0,Alza (Pico atípico)
2023-01-01,-742.8722967735739,-5161.567711718649,3429.91798562688,2023-01-01,5881,-3.8760431790480965,True,True,True,CRÍTICA (Consenso),linea 7,mixcoac,6624.0,Alza (Pico atípico)
2022-08-28,2373.0262914595323,1037.6768025752822,3749.264608558108,2022-08-28,3755,605000000.0,True,True,True,CRÍTICA (Consenso),linea 7,tacubaya,1382.0,Alza (Pico atípico)
2022-09-11,3020.473380477687,716.6871964465386,5343.797994230555,2022-09-11,6659,2943000000.0,True,True,True,CRÍTICA (Consenso),linea 7,san antonio,3639.0,Alza (Pico atípico)
2024-03-30,8560.82996168755,5718.853008545444,11310.772096347479,2024-03-30,5661,-7.21834820840911,True,True,True,CRÍTICA (Consenso),linea 7,aquiles serdán,-2900.0,Baja (Caída atípica)
2025-09-16,21951.482356138862,13302.343227630769,29794.07409278652,2025-09-16,10903,-44.00942940411228,True,True,True,CRÍTICA (Consenso),linea 7,polanco,-11048.0,Baja (Caída atípica)
2025-05-20,37940.04827614001,29180.546435704353,47000.230203253326,2025-05-20,13576,-76.20657673037728,True,True,True,CRÍTICA (Consenso),linea 7,barranca del muerto,-24364.0,Baja (Caída atípica)
2023-11-02,38554.58215484484,29700.48321546265,47998.432490806495,2023-11-02,18811,-24251000000.0,True,True,True,CRÍTICA (Consenso),linea 7,barranca del muerto,-19744.0,Baja (Caída atípica)
2025-12-24,17343.668766000486,13078.172761616288,21751.255840227466,2025-12-24,11778,-5.949554325389967,True,True,True,CRÍTICA (Consenso),linea 7,mixcoac,-5566.0,Baja (Caída atípica)
2026-05-18,25743.347253094293,18125.944686510327,33746.02792871675,2026-05-18,14262,14262000000.0,True,True,True,CRÍTICA (Consenso),linea 7,auditorio,-11481.0,Baja (Caída atípica)
2024-05-10,12224.928311448268,9530.397815597024,15015.9467885586,2024-05-10,9494,-65.01735810813581,True,True,True,CRÍTICA (Consenso),linea 7,san pedro de los pinos,-2731.0,Baja (Caída atípica)
2024-12-31,30647.189145778702,22570.180514748165,38075.504027667186,2024-12-31,17656,-20.47959031583353,True,True,True,CRÍTICA (Consenso),linea 7,auditorio,-12991.0,Baja (Caída atípica)
2025-04-19,17359.51038507173,10759.705807646862,23728.192018821075,2025-04-19,9086,-74.80423628584452,True,True,True,CRÍTICA (Consenso),linea 7,san joaquín,-8274.0,Baja (Caída atípica)
2026-06-11,13863.235124933532,9637.416080925068,18637.374677684562,2026-06-11,7740,-12.432647008524015,True,True,True,CRÍTICA (Consenso),linea 7,constituyentes,-6123.0,Baja (Caída atípica)
2024-11-18,5053.86057323044,3712.2168719051338,6409.025319110355,2024-11-18,3592,-15.350479282200055,True,True,True,CRÍTICA (Consenso),linea 7,tacubaya,-1462.0,Baja (Caída atípica)
2025-04-17,30340.101952543882,23568.87745625366,37625.89148517368,2025-04-17,17166,-26.889811212256802,True,True,True,CRÍTICA (Consenso),linea 7,el rosario,-13174.0,Baja (Caída atípica)
2025-12-24,10755.116646476448,7854.817127284213,13654.065644613784,2025-12-24,6208,-7.908948091202081,True,True,True,CRÍTICA (Consenso),linea 7,san pedro de los pinos,-4547.0,Baja (Caída atípica)
2024-12-31,12017.23295218211,9176.748466079902,14657.287251700876,2024-12-31,6337,-14.849502879220113,True,True,True,CRÍTICA (Consenso),linea 7,aquiles serdán,-5680.0,Baja (Caída atípica)
2022-03-20,3759.9750586478717,2405.9788722683143,5217.484024791661,2022-03-20,2391,-4.1955987609879895,True,True,True,CRÍTICA (Consenso),linea 7,tacuba,-1369.0,Baja (Caída atípica)
2026-04-02,6227.8780568207485,4843.317767624167,7518.943214562289,2026-04-02,4089,-61.75337465829862,True,True,True,CRÍTICA (Consenso),linea 7,tacubaya,-2139.0,Baja (Caída atípica)
2022-10-12,13275.428946144699,10542.696378371405,15790.50537014189,2022-10-12,16464,4.762313536695735,True,True,True,CRÍTICA (Consenso),linea 8,doctores,3189.0,Alza (Pico atípico)
2022-11-27,18837.648774762893,12595.890553052239,24725.42234249362,2022-11-27,31093,7.674788055098917,True,True,True,CRÍTICA (Consenso),linea 8,san juan de letrán,12255.0,Alza (Pico atípico)
2022-02-26,9735.995058925015,7423.074882117482,11937.120567997523,2022-02-26,13670,16.26940442779811,True,True,True,CRÍTICA (Consenso),linea 8,apatlaco,3934.0,Alza (Pico atípico)
2026-06-27,25893.10037793654,20160.13430497177,31887.385000287384,2026-06-27,41741,23.831487559257074,True,True,True,CRÍTICA (Consenso),linea 8,san juan de letrán,15848.0,Alza (Pico atípico)
2022-06-19,5145.406145339566,3266.4909524883533,6964.98746371094,2022-06-19,7792,90.91171441523026,True,True,True,CRÍTICA (Consenso),linea 8,cerro de la estrella,2647.0,Alza (Pico atípico)
2022-07-10,4647.449716737464,2768.1420104234794,6554.263530309433,2022-07-10,9083,6.675069302225398,True,True,True,CRÍTICA (Consenso),linea 8,cerro de la estrella,4436.0,Alza (Pico atípico)
2023-05-24,20126.00596237795,16505.78168864086,23694.758872501206,2023-05-24,24437,3.6200618444355297,True,True,True,CRÍTICA (Consenso),linea 8,garibaldi/lagunilla,4311.0,Alza (Pico atípico)
2022-10-31,17962.764810787943,15255.159593021555,20532.58117180288,2022-10-31,21257,3.555820915780638,True,True,True,CRÍTICA (Consenso),linea 8,atlalilco,3294.0,Alza (Pico atípico)
2022-11-05,20131.15673257765,14780.39740695465,25410.035921105737,2022-11-05,25972,6.589475253904453,True,True,True,CRÍTICA (Consenso),linea 8,coyuya,5841.0,Alza (Pico atípico)
2026-06-15,5301.792225461467,4162.10714692683,6437.706148186706,2026-06-15,7365,5.870567708038232,True,True,True,CRÍTICA (Consenso),linea 8,chabacano,2063.0,Alza (Pico atípico)
2023-07-15,10607.02770047633,5924.64892890506,14890.136801266372,2023-07-15,16036,2546000000.0,True,True,True,CRÍTICA (Consenso),linea 8,iztacalco,5429.0,Alza (Pico atípico)
2022-03-12,18487.31757816461,13290.792367132517,23642.599714850025,2022-03-12,25352,5.556875586955277,True,True,True,CRÍTICA (Consenso),linea 8,coyuya,6865.0,Alza (Pico atípico)
2026-01-03,20666.848786313527,15639.998403621681,26154.443536987168,2026-01-03,29265,5.136030543218706,True,True,True,CRÍTICA (Consenso),linea 8,bellas artes,8598.0,Alza (Pico atípico)
2022-12-25,273.0051907751076,-740.8568210644222,1357.1755564239345,2022-12-25,2344,-6.696232988355107,True,True,True,CRÍTICA (Consenso),linea 8,la viga,2071.0,Alza (Pico atípico)
2023-12-17,8813.304460111249,6051.919093089959,11220.843545643134,2023-12-17,13285,10.941466438709721,True,True,True,CRÍTICA (Consenso),linea 8,atlalilco,4472.0,Alza (Pico atípico)
2024-07-09,16470.079054804115,11090.578679820588,21354.044717272496,2024-07-09,21475,7.118060092595246,True,True,True,CRÍTICA (Consenso),linea 8,bellas artes,5005.0,Alza (Pico atípico)
2023-03-04,6223.990494380575,5087.038260581491,7377.69391363739,2023-03-04,7699,6.213843007182772,True,True,True,CRÍTICA (Consenso),linea 8,la viga,1475.0,Alza (Pico atípico)
2022-06-12,4658.641950697555,3160.599957936334,6127.8191658331125,2022-06-12,8250,16.67912903732244,True,True,True,CRÍTICA (Consenso),linea 8,aculco,3591.0,Alza (Pico atípico)
2024-03-29,106360.35448553995,87626.12095019293,124927.75369661042,2024-03-29,58302,-20.938509251711437,True,True,True,CRÍTICA (Consenso),linea 8,constitución de 1917,-48058.0,Baja (Caída atípica)
2024-02-28,12932.597117685069,10711.008082066233,15194.708500320565,2024-02-28,9594,-7.7566437171041205,True,True,True,CRÍTICA (Consenso),linea 8,apatlaco,-3339.0,Baja (Caída atípica)
2023-04-08,11952.847801769389,10004.445674838471,13810.51901196645,2023-04-08,6157,-4.764079618080389,True,True,True,CRÍTICA (Consenso),linea 8,obrera,-5796.0,Baja (Caída atípica)
2025-04-19,6167.344163220473,4992.751281617155,7292.155748424915,2025-04-19,4519,-7.191529821644911,True,True,True,CRÍTICA (Consenso),linea 8,la viga,-1648.0,Baja (Caída atípica)
2026-06-06,19428.545063334,13881.70492002042,24741.92378985213,2026-06-06,10475,-8.88098080000069,True,True,True,CRÍTICA (Consenso),linea 8,bellas artes,-8954.0,Baja (Caída atípica)
2023-04-07,10722.396639224064,7911.444171905433,13405.81613539025,2023-04-07,2969,-6.567266734369431,True,True,True,CRÍTICA (Consenso),linea 8,doctores,-7753.0,Baja (Caída atípica)
2022-12-24,32137.999228408677,26156.37433201618,38476.070451344225,2022-12-24,21509,-12622000000.0,True,True,True,CRÍTICA (Consenso),linea 8,san juan de letrán,-10629.0,Baja (Caída atípica)
2024-12-24,25985.262468960784,19577.11385127052,31975.129260313,2024-12-24,17127,-5.5336847870312855,True,True,True,CRÍTICA (Consenso),linea 8,san juan de letrán,-8858.0,Baja (Caída atípica)
2024-03-29,14432.942520510445,11702.278620797346,17037.596092555905,2024-03-29,10563,-14.746439011352047,True,True,True,CRÍTICA (Consenso),linea 8,atlalilco,-3870.0,Baja (Caída atípica)
2022-12-26,11883.771193511977,9860.132009199508,13952.078763916657,2022-12-26,9643,-3.71738324271698,True,True,True,CRÍTICA (Consenso),linea 8,obrera,-2241.0,Baja (Caída atípica)
