ID_Auditoria,Fecha,Linea,Estacion,Direccion_Anomalia,Impacto_Pasajeros,Afluencia,Estatus_Investigacion,Hallazgo_Principal,Descripcion_Incidente,Link_Fuente_1,Link_Fuente_2,Observaciones
ANOM-295,2025-05-17 0:00:00,linea 5,valle gómez,Baja (Caída atípica),-605,2977,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",marcha lenta por revisión de un tren,https://x.com/MetroCDMX/status/1923895323170111834?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1923895323170111834%7Ctwgr%5E54757d95a226b2fbaf0a501d522d95134b1b5730%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.tvazteca.com%2Faztecanoticias%2Fmetro-cdmx-como-esta-el-avance-trenes-hoy-sabado-17-mayo-2025,,"Buena tarde. Se agiliza la marcha de los trenes en Línea 5, después de realizar revisión a un tren. Permite el libre cierre de puertas, así como descender del vagón antes de ingresar."
ANOM-115,2023-05-01 0:00:00,linea 6,instituto del petróleo,Baja (Caída atípica),-643,904,Terminado,Falla Oculta (No hay reporte oficial del incidente),,https://www.tvazteca.com/aztecanoticias/que-pasa-metro-cdmx-hoy-lunes-1-mayo-2023-en-vivo,https://www.infobae.com/mexico/2023/05/01/metro-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-las-lineas-este-1-de-mayo/,De estas estaciones no se encuentra registros significativos de causa pero dado que fue un dia feriado se puede comprender la baja de afluencia 
ANOM-303,2025-07-13 0:00:00,linea 12,tlaltenco,Baja (Caída atípica),-729,3157,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes,,,
ANOM-139,2023-10-15 0:00:00,linea 5,valle gómez,Baja (Caída atípica),-755,1653,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",La linea 5 permitio su acceso completamente mediante la Tarjeta de Movilidad Integrada,https://lasillarota.com/metropoli/2023/10/15/eres-usuario-de-la-linea-del-metro-de-la-cdmx-este-es-el-cambio-partir-del21deoctubre-452399.html,,La Linea 5 permitio su acceso solo mediante la Tarjeta de Movilidad
ANOM-91,2023-01-29 0:00:00,linea 4,morelos,Baja (Caída atípica),-839,4386,Terminado,Falsa Alarma (Se investigó y fue ruido normal),No hay reportes oficiales ni información que explique directamente la disminución de afluencia,,,
ANOM-84,2023-01-08 0:00:00,linea b,morelos,Baja (Caída atípica),-901,2818,Terminado,Falla Oculta (No hay reporte oficial del incidente),"No hay información para explicar la baja afluencia, probablemente incidente ocurrido en la linea 3 un dia antes",,,
ANOM-315,2025-09-16 0:00:00,linea 5,aragón,Baja (Caída atípica),-908,2840,Terminado,Feriado No Oficial / Cultural,no se reportaron incidencias pero fue dentro de las fechas patrias,,,
ANOM-302,2025-06-30 0:00:00,linea 8,santa anita,Baja (Caída atípica),-951,3193,Terminado,Clima Extremo (Inundaciones severas),cierre de estaciones por inundación de un dia anterior,https://www.nmas.com.mx/ciudad-de-mexico/que-paso-linea-8-metro-cdmx-asi-esta-servicio-estaciones-cerradas-hoy-30-de-junio-2025/,,"El Sistema de Transporte Colectivo (STC) Metro informó que varias estaciones de la Línea 8 permanecen cerradas desde la noche del domingo, 29 de junio de 2025, luego de la tormenta inundó las vías."
ANOM-249,2024-12-01 0:00:00,linea 3,guerrero,Baja (Caída atípica),-980,5403,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes,,,
ANOM-236,2024-11-02 0:00:00,linea 8,chabacano,Baja (Caída atípica),-1034,3245,Terminado,Falsa Alarma (Se investigó y fue ruido normal),posible afluencia normal por el dia de muertos,,,
ANOM-126,2023-07-31 0:00:00,linea 5,misterios,Baja (Caída atípica),-1048,5761,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",Usuarios reportaron un rechinido en el tren ,https://www.elfinanciero.com.mx/cdmx/2023/07/31/fallas-metro-cdmx-hoy-31-julio-2023-retrasos-linea-/,https://www.infobae.com/mexico/2024/07/31/metro-cdmx-y-metrobus-hoy-31-de-julio/,"Reporte de un rechinido en el tren reportado por los usuarios, tambien debio a las fuertes lluvias los trenes disminuian su velocidad."
ANOM-136,2023-10-01 0:00:00,linea 5,consulado,Baja (Caída atípica),-1068,2407,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-350,2025-12-25 0:00:00,linea 6,uam-azcapotzalco,Baja (Caída atípica),-1109,2325,Terminado,Feriado No Oficial / Cultural,operó con el horario especial de día festivo (07:00 a 24:00 horas) y registró retrasos significativos,,,
ANOM-289,2025-05-01 0:00:00,linea b,guerrero,Baja (Caída atípica),-1112,4748,Terminado,Feriado No Oficial / Cultural,no se reportaron incidencias pero fue el día del trabajo lo que podría explciar la falta de afluencia por ser dia oblogatorio de descanso,,,
ANOM-366,2026-03-08 0:00:00,linea 12,tlaltenco,Baja (Caída atípica),-1145,3415,Terminado,"Evento Masivo (Concierto, partido, manifestación)",estaciones cerradas y manifestación del 8M,"https://www.infobae.com/mexico/2026/03/07/marcha-8m-en-cdmx-2026-estas-seran-las-estaciones-del-metro-y-metrobus-afectadas/#:~:text=La%20marcha%20del%208M%20reunir%C3%A1,distintos%20puntos%20de%20la%20ciudad.",,
ANOM-332,2025-11-16 0:00:00,linea b,guerrero,Baja (Caída atípica),-1148,3838,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Se informó sobre la marcha lenta y esperas de varios minutos en estaciones de la Línea B. El Metro informa que esto es debido a una revisión.,https://www.tvazteca.com/aztecanoticias/en-vivo-que-pasa-en-el-metro-cdmx-hoy-sabado-16-noviembre,,
ANOM-29,2022-04-14 0:00:00,linea 4,consulado,Baja (Caída atípica),-1164,1712,Terminado,Feriado No Oficial / Cultural,Jueves santo,https://www.debate.com.mx/cdmx/Listos-en-Iztapalapa-los-escenarios-para-representacion-de-Semana-Santa-2022-20220414-0087.html,,Inicio de festividades de jueves santo
ANOM-207,2024-05-11 0:00:00,linea 7,tacubaya,Baja (Caída atípica),-1166,4524,Terminado,Falsa Alarma (Se investigó y fue ruido normal),"no se registraron incidentes graves, accidentes o cierres extraordinarios",,,
ANOM-312,2025-09-15 0:00:00,linea 4,bondojito,Baja (Caída atípica),-1221,4255,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias pero fue dentro de las fechas patrias,,,
ANOM-216,2024-08-04 0:00:00,linea 12,lomas estrella,Baja (Caída atípica),-1237,5142,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,,,
ANOM-353,2026-01-10 0:00:00,linea 6,tezozómoc,Baja (Caída atípica),-1292,2545,Terminado,"Cierre Programado (Mantenimiento, remodelación)","Servicio regular con retrasos, el servicio se vio influenciado por operativos de mantenimiento y eventos en la zona de Azcapotzalco
","https://www.reporteindigo.com/ultimas-noticias-metro-cdmx-hoy-sabado-10-de-enero-2026-retrasos-afluencia-y-lineas-sin-servicio-lb202601100001.html
",,
ANOM-161,2024-01-01 0:00:00,linea 5,instituto del petróleo,Baja (Caída atípica),-1327,892,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-253,2024-12-12 0:00:00,linea 8,cerro de la estrella,Baja (Caída atípica),-1336,9998,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)","usuarios reportan presencia de humo en Línea 8 Los hechos ocurrieron en la estación UAM-I, ubicada en la alcaldía Iztapalapa de la Ciudad de México",,,
ANOM-179,2024-03-23 0:00:00,linea 6,norte 45,Baja (Caída atípica),-1373,2850,Terminado,Falla Oculta (No hay reporte oficial del incidente),Retrasos por detenciones prolongadas,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-sabado-23-marzo-2024-en-semana-santa,,Retrasos en el servicio sin registro de la causa oficial
ANOM-372,2026-03-31 0:00:00,linea 2,panteones,Baja (Caída atípica),-1419,9451,Terminado,"Incidente Externo (Persona en vías, riña, salud)",persona se arrojó a las vías,https://www.facebook.com/LaPrensaOficial/videos/qu%C3%A9-pas%C3%B3-en-el-metro-bajan-a-pasajeros-en-la-estaci%C3%B3n-panteones-l%C3%ADnea-2-y-se-sus/1290056749892293/,,
ANOM-214,2024-07-20 0:00:00,linea a,agrícola oriental,Baja (Caída atípica),-1617,8502,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,https://heraldodemexico.com.mx/nacional/2024/7/29/anciano-se-tropieza-en-las-escaleras-muere-en-estacion-agricola-oriental-de-linea-del-metro-624992.html,,el 29 de julio si hubo un desceso de un adulto mayor en esta estación
ANOM-159,2023-12-26 0:00:00,linea 4,canal del norte,Baja (Caída atípica),-1648,5878,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",Se cayo una parte del techo en la estacion Santa Anita ,https://www.infobae.com/mexico/2023/12/26/metro-y-metrobus-hoy-noticias-retrasos-avances-y-fallas-en-lineas-este-26-de-diciembre/,,Este derrumbe provoco retrasos en la Linea 4
ANOM-55,2022-09-04 0:00:00,linea b,oceanía,Baja (Caída atípica),-1668,3525,Terminado,Clima Extremo (Inundaciones severas),Lluvias en la alcaldia venustiano carranza,https://www.infobae.com/noticias/2022/09/04/reporte-meteorologico-las-temperaturas-que-se-esperan-en-ciudad-de-mexico-este-4-de-septiembre/,,Hubo lluvias en la alcaldía lo que provocó la marcha lenta y la aglomeración de personas en el metro
ANOM-311,2025-09-15 0:00:00,linea 4,canal del norte,Baja (Caída atípica),-1717,5585,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias pero fue dentro de las fechas patrias,,,
ANOM-172,2024-02-11 0:00:00,linea 12,zapata,Baja (Caída atípica),-1736,6345,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Concierto en el Zocalo ,https://www.nmas.com.mx/ciudad-de-mexico/concierto-zocalo-cdmx-que-artistas-estaran-domingo-11-de-febrero-2024-a-que-hora/,,
ANOM-46,2022-07-03 0:00:00,linea 9,jamaica,Baja (Caída atípica),-1745,4898,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Explosión por cortocircuito en el Metro CDMX afectó la operación en la Línea 9,https://www.infobae.com/america/mexico/2022/07/02/explosion-por-cortocircuito-en-el-metro-cdmx-afecto-la-operacion-en-la-linea-9/,,"El tren fue retirado pero las fallas en la energía afectaron las estaciones Jamaica, Velódromo, Mixhuca, Ciudad Deportiva y Puebla."
ANOM-32,2022-04-16 0:00:00,linea 2,popotla,Baja (Caída atípica),-1760,2941,Terminado,Feriado No Oficial / Cultural,Sabado de gloria,"https://www.milenio.com/cultura/sabado-de-gloria-2022-mexico-que-es-y-por-que-se-celebra#:~:text=S%C3%A1bado%20de%20Gloria%20en%20M%C3%A9xico.&text=La%20Semana%20Santa%20es%20unas,celebra%20este%2016%20de%20abril.","https://mexico.as.com/actualidad/semana-santa-2022-que-se-celebra-el-sabado-de-gloria-y-que-procesiones-habra-en-cdmx-n/#:~:text=Este%2016%20de%20abril%20se,realizar%C3%A1n%20este%20d%C3%ADa%20en%20CDMX.",Celebración de sabado de gloria
ANOM-220,2024-08-25 0:00:00,linea 12,lomas estrella,Baja (Caída atípica),-1789,4549,Terminado,Falla Oculta (No hay reporte oficial del incidente),retrasos por lluvias,,,no se reportaó nada pero en estaciones como la 12 seguían siendo afectadas por las lluvias
ANOM-92,2023-02-12 0:00:00,linea a,canal de san juan,Baja (Caída atípica),-1810,7650,Terminado,Falsa Alarma (Se investigó y fue ruido normal),No hay reportes oficiales ni información que explique directamente la disminución de afluencia,,,
ANOM-162,2024-01-01 0:00:00,linea 5,oceanía,Baja (Caída atípica),-1826,2469,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-116,2023-05-01 0:00:00,linea 8,doctores,Baja (Caída atípica),-1828,4661,Terminado,Falla Oculta (No hay reporte oficial del incidente),,https://www.tvazteca.com/aztecanoticias/que-pasa-metro-cdmx-hoy-lunes-1-mayo-2023-en-vivo,https://www.infobae.com/mexico/2023/05/01/metro-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-las-lineas-este-1-de-mayo/,De estas estaciones no se encuentra registros significativos de causa pero dado que fue un dia feriado se puede comprender la baja de afluencia 
ANOM-316,2025-09-28 0:00:00,linea 12,ermita,Baja (Caída atípica),-1852,3806,Terminado,Clima Extremo (Inundaciones severas),se vio afectada principalmente por inundaciones severas causadas por lluvias históricas registradas el día anterior,https://www.infobae.com/mexico/2025/09/28/inundaciones-historicas-de-mas-de-un-metro-de-altura-azotaron-cdmx-y-edomex-video/,,
ANOM-369,2026-03-22 0:00:00,linea 9,centro médico,Baja (Caída atípica),-1888,6438,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-117,2023-05-01 0:00:00,linea a,acatitla,Baja (Caída atípica),-1899,10179,Terminado,Falla Oculta (No hay reporte oficial del incidente),,https://www.tvazteca.com/aztecanoticias/que-pasa-metro-cdmx-hoy-lunes-1-mayo-2023-en-vivo,https://www.infobae.com/mexico/2023/05/01/metro-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-las-lineas-este-1-de-mayo/,De estas estaciones no se encuentra registros significativos de causa pero dado que fue un dia feriado se puede comprender la baja de afluencia 
ANOM-340,2025-12-12 0:00:00,linea 4,canal del norte,Baja (Caída atípica),-1953,6984,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-357,2026-01-18 0:00:00,linea 1,balbuena,Baja (Caída atípica),-1971,4194,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)","operó de manera regular, aunque el sistema de transporte en general reportó retrasos y marcha lenta debido a que fue domingo y se realizaban revisiones preventivas en la red.
",https://www.reporteindigo.com/ultimas-noticias-metro-cdmx-hoy-18-de-enero-de-2026-retrasos-afluencia-y-lineas-sin-servicio-lb202601180001.html,,
ANOM-132,2023-09-14 0:00:00,linea 9,jamaica,Baja (Caída atípica),-2041,8631,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Estaciones aledañas ocurrio un apagon de luz ,https://www.infobae.com/mexico/2023/09/14/metro-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-las-lineas-este-14-de-sptiembre/,,"En la estacion Ciudad Deportiva hubo un apagon de luz y en la estación Mixhuca el vagon se quedo sin energia, por lo tanto tardo en llegar el vagón a la estación Jamaica"
ANOM-300,2025-06-22 0:00:00,linea 3,viveros/derechos humanos,Baja (Caída atípica),-2090,7498,Terminado,Clima Extremo (Inundaciones severas),Metro capitalino notificó que hay presencia de lluvia en la zona y se llevó a cabo el retiro de un tren para revisión.,https://www.infobae.com/mexico/2025/06/22/metro-cdmx-anuncia-cierre-de-estacion-por-fuertes-lluvias-hoy-domingo-22-de-junio/,https://www.nmas.com.mx/ciudad-de-mexico/lluvias-metro-cdmx-hoy-22-de-junio-2025-estaciones-afectadas-ultimas-noticias/,tambien la linea 1 y 5 presentaron afectaciones por las fuertes lluvias
ANOM-222,2024-08-26 0:00:00,linea 5,eduardo molina,Baja (Caída atípica),-2112,4728,Terminado,"Evento Masivo (Concierto, partido, manifestación)",la estación Eduardo Molina de la Línea 4 del Metrobús en la CDMX se vio afectada por una manifestación,https://www.nmas.com.mx/ciudad-de-mexico/marchas-hoy-26-de-agosto-de-2024-en-cdmx-bloqueos-y-concentraciones/,,
ANOM-250,2024-12-01 0:00:00,linea 3,eugenia,Baja (Caída atípica),-2120,4673,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Pasajeros reportan que los trenes están detenidos desde hace 45 minutos en la estación Eugenia de la Línea 3,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-domingo-1-diciembre-2024-minuto-a-minuto,,
ANOM-14,2022-02-20 0:00:00,linea a,peñón viejo,Baja (Caída atípica),-2122,5942,Terminado,Falsa Alarma (Se investigó y fue ruido normal),Sin datos suficientes,,,No se encontrarón causas para la baja de afluencia además de ser día domingo
ANOM-308,2025-08-31 0:00:00,linea 12,eje central,Baja (Caída atípica),-2138,5030,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-121,2023-06-19 0:00:00,linea 9,chabacano,Baja (Caída atípica),-2143,6660,Terminado,Falla Oculta (No hay reporte oficial del incidente),,https://www.tvazteca.com/aztecanoticias/metro-cdmx-vivo-que-pasa-hoy-lunes-19-junio-2023,,Registro de retrasos significativos pero sin una causa oficial registrada 
ANOM-280,2025-04-18 0:00:00,linea 5,valle gómez,Baja (Caída atípica),-2146,2091,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-143,2023-11-02 0:00:00,linea 4,bondojito,Baja (Caída atípica),-2156,3975,Terminado,Falla Oculta (No hay reporte oficial del incidente),,,,
ANOM-83,2023-01-03 0:00:00,linea 3,eugenia,Baja (Caída atípica),-2157,8260,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Se cerro el servicio en otras estaciones de la línea lo que pudo afectar en la afluencia de esta estación,https://www.excelsior.com.mx/comunidad/metro-cdmx-hoy-3-enero-2023-que-esta-pasando/1561943,,El cierre del servicio en estaciones de la misma linea pudo afectar en la afluencia
ANOM-285,2025-05-01 0:00:00,linea 2,ermita,Baja (Caída atípica),-2176,8281,Terminado,Feriado No Oficial / Cultural,no se reportaron incidencias pero fue el día del trabajo lo que podría explciar la falta de afluencia por ser dia oblogatorio de descanso,,,
ANOM-196,2024-05-01 0:00:00,linea 2,viaducto,Baja (Caída atípica),-2177,9245,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,"caida por el dia del trabajo, por lo que es caida esperada"
ANOM-297,2025-05-25 0:00:00,linea 2,viaducto,Baja (Caída atípica),-2182,6436,Terminado,Clima Extremo (Inundaciones severas),"Por las fuertes lluvias que se han presentado en la CDMX, las líneas 2, 3, 8 y 9 activaron la marcha de seguridad.",https://www.tvazteca.com/aztecanoticias/que-pasa-en-el-metro-cdmx-hoy-25-mayo-2025-lineas-retrasos-y-avance-trenes-linea-9-linea-7,,
ANOM-200,2024-05-10 0:00:00,linea 12,san andrés tomatlán,Baja (Caída atípica),-2187,7483,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-364,2026-02-22 0:00:00,linea 12,ermita,Baja (Caída atípica),-2205,4074,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-269,2025-02-19 0:00:00,linea b,morelos,Baja (Caída atípica),-2218,2450,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes,,,
ANOM-248,2024-12-01 0:00:00,linea 12,zapotitlán,Baja (Caída atípica),-2240,7391,Terminado,Contingencia Ambiental,Hoy no circula o al plan de contingencia ambiental,https://www.jornada.com.mx/2024/12/12/capital/028n1cap,,
ANOM-260,2024-12-24 0:00:00,linea 7,tacubaya,Baja (Caída atípica),-2266,3864,Terminado,"Incidente Externo (Persona en vías, riña, salud)", se realizan maniobras para retirar persona ajena que bajó a vías de la Línea 7,,,No se encontró nada pero probablemente fue por el mismo incidente ya que es el mismo día y la misma línea
ANOM-276,2025-03-16 0:00:00,linea 12,san andrés tomatlán,Baja (Caída atípica),-2279,4691,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes,,,
ANOM-286,2025-05-01 0:00:00,linea 7,camarones,Baja (Caída atípica),-2306,6456,Terminado,Feriado No Oficial / Cultural,no se reportaron incidencias pero fue el día del trabajo lo que podría explciar la falta de afluencia por ser dia oblogatorio de descanso,,,
ANOM-359,2026-02-01 0:00:00,linea 12,zapata,Baja (Caída atípica),-2321,7123,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-118,2023-05-21 0:00:00,linea 8,garibaldi/lagunilla,Baja (Caída atípica),-2382,12271,Terminado,Falla Oculta (No hay reporte oficial del incidente),,https://www.tvazteca.com/aztecanoticias/metro-cdmx-que-pasa-hoy-domingo-21-mayo-2023,https://www.adn40.mx/ciudad/metro-cdmx-hoy-22-mayo-2023-saturadas-lineas-2-8/,Usuarios registraron retrasos significativos y falta de trenes pero no se encontro ningun reporte oficial
ANOM-306,2025-08-10 0:00:00,linea 12,calle 11,Baja (Caída atípica),-2382,6594,Terminado,Clima Extremo (Inundaciones severas),"Debido a la presencia de lluvia en distintos puntos de la ciudad, se implementa marcha de seguridad en las Líneas: 2, 3, 4, 5 y B. Esta medida reduce la velocidad de los trenes para garantizar un trayecto seguro.",https://x.com/MetroCDMX/status/1954691252978663865?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1954691252978663865%7Ctwgr%5E87cff2f65b2e2b828fd70dffa92197842b524e9e%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.tvazteca.com%2Faztecanoticias%2Fmetro-cdmx-en-vivo-que-pasa-hoy-10-agosto-2025-avance-trenes-minuto-a-minuto,,
ANOM-96,2023-02-25 0:00:00,linea 8,aculco,Baja (Caída atípica),-2405,5744,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",no hubo servicio de lazaro cardenas a tacubaya en la linea 9 que conecta con esta,"https://www.tvazteca.com/aztecanoticias/que-pasa-metro-cdmx-hoy-sabado-25-febrero-2023-pde#:~:text=%C2%BFQu%C3%A9%20pasa%20en%20la%20L%C3%ADnea,No%20hay%20servicio&text=Debido%20a%20revisi%C3%B3n%20del%20sistema,provisional%20de%20Chabacano%20a%20Pantitl%C3%A1n",,
ANOM-267,2025-02-15 0:00:00,linea 12,hospital 20 de noviembre,Baja (Caída atípica),-2421,5172,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes,,,
ANOM-101,2023-03-15 0:00:00,linea b,garibaldi/lagunilla,Baja (Caída atípica),-2430,3123,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Apagon masivo,https://www.tvazteca.com/aztecanoticias/que-pasa-metro-cdmx-hoy-miercoles-15-marzo-2023,,"Apagon que repercutio en retrasos en los trenes y lluvia que se registro en las lineas 3, 5, 8, 9 y B"
ANOM-279,2025-04-17 0:00:00,linea 4,canal del norte,Baja (Caída atípica),-2462,3908,Terminado,Feriado No Oficial / Cultural,periodo de semana santa y se reportaron fallas en otras lineas,"https://www.elfinanciero.com.mx/cdmx/2025/04/17/fallas-metro-cdmx-hoy-17-abril-2025-retrasos-linea-12-9-y-b/#:~:text=%C2%BFQu%C3%A9%20pas%C3%B3%20en%20la%20L%C3%ADnea,espera%20de%20hasta%2010%20minutos.",,"En particular, se sugiere tomar precauciones al utilizar las Líneas 12, 9 y B, donde usuarios han reportado tiempos de espera de más de 10 minutos para abordar un tren."
ANOM-238,2024-11-03 0:00:00,linea 3,tlatelolco,Baja (Caída atípica),-2533,7572,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",retraso por estación cerrada,https://www.reporteindigo.com/que-pasa-en-el-metro-cdmx-hoy-3-de-noviembre-retrasos-en-estaciones-y-afectaciones-lb202511030006.html,,"Usuarios en X reportan Línea 3 del Metro detenida en la estación Balderas, ambas direcciones"
ANOM-69,2022-11-05 0:00:00,linea 8,iztapalapa,Baja (Caída atípica),-2542,7356,Terminado,Falsa Alarma (Se investigó y fue ruido normal),"No hay información para explicar la baja afluencia, probablemente rezagos por la festivilidad de día de muertos",,,
ANOM-58,2022-09-10 0:00:00,linea 8,atlalilco,Baja (Caída atípica),-2543,11841,Terminado,Clima Extremo (Inundaciones severas),Lluvias por la mañana redujeron la afluencia además de retrasar la marcha del metro ,,,
ANOM-275,2025-03-16 0:00:00,linea 12,zapotitlán,Baja (Caída atípica),-2583,7714,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",En esta estación no se reportó nada pero en la linea 3 hubo fallas tecnicas este día,https://www.tvazteca.com/aztecanoticias/en-vivo-que-pasa-en-el-metro-cdmx-hoy-16-marzo-2025-lineas-retrasos-ultimas-noticias,,Estación Coyoacán de la Línea 3 del Metro de la CDMX llena de humo y con dirección universidad parada.
ANOM-277,2025-03-16 0:00:00,linea 12,eje central,Baja (Caída atípica),-2623,4907,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes,,,
ANOM-215,2024-07-21 0:00:00,linea 12,olivos,Baja (Caída atípica),-2627,6815,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,,,
ANOM-239,2024-11-03 0:00:00,linea 9,patriotismo,Baja (Caída atípica),-2768,5839,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,,,
ANOM-203,2024-05-10 0:00:00,linea 7,san pedro de los pinos,Baja (Caída atípica),-2786,9494,Terminado,Feriado No Oficial / Cultural,se reportaron algunos retrasos en el servicio por el festejo del día de las madres,,,
ANOM-230,2024-10-27 0:00:00,linea 12,calle 11,Baja (Caída atípica),-2791,5497,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,,,
ANOM-262,2025-01-01 0:00:00,linea 8,apatlaco,Baja (Caída atípica),-2852,3205,Terminado,Contingencia Ambiental,"Por la primera contingencia ambiental de 2025, este jueves 1 de enero habrá doble Hoy No Circula",https://www.nmas.com.mx/ciudad-de-mexico/contingencia-ambiental-hoy-1-de-enero-2025-contaminacion-por-festejos-ano-nuevo/,,
ANOM-160,2024-01-01 0:00:00,linea 12,parque de los venados,Baja (Caída atípica),-2856,1880,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-100,2023-03-12 0:00:00,linea b,villa de aragón,Baja (Caída atípica),-2858,6039,Terminado,Clima Extremo (Inundaciones severas),"Se reportaron lluvias que causaron retrasos en la linea B, 7 y 8", https://www.tvazteca.com/aztecanoticias/metro-cdmx-que-pasa-hoy-domingo12-marzo-2023,,Por el pronostico del clima y probabilidad de lluvias. Los trenes disminuyeron la velocidad.
ANOM-57,2022-09-10 0:00:00,linea 7,mixcoac,Baja (Caída atípica),-2878,17798,Terminado,Clima Extremo (Inundaciones severas),Lluvias por la mañana redujeron la afluencia además de retrasar la marcha del metro ,https://www.informador.mx/mexico/Clima-en-Ciudad-de-Mexico-hoy-el-pronostico-para-el-sabado-10-de-septiembre-de-2022-20220910-0003.html,,No se encontró información suficiente para relacionar las lluvias con la baja afluencia
ANOM-64,2022-10-15 0:00:00,linea 4,martín carrera,Baja (Caída atípica),-2914,13703,Terminado,Clima Extremo (Inundaciones severas),Las lluvias en la ciudad pueden explicar la afluencia baja en estas estaciones,https://www.excelsior.com.mx/nacional/clima-mexico-hoy-15-octubre-2022-lluvias-karl/1546009,https://lasillarota.com/metropoli/2022/10/10/asi-va-el-metro-este-lunes-10-de-octubre-de-2022-396404.html,"Las lluvias provocaron retrasos en diferentes puntos del sistema del metro, aunque estas estaciones fueron afectadas colateralmente"
ANOM-191,2024-03-29 0:00:00,linea b,garibaldi/lagunilla,Baja (Caída atípica),-2930,2688,Terminado,"Cierre Programado (Mantenimiento, remodelación)"," servicio tendrá modificaciones de horario este jueves 28 y viernes 29 de marzo de 2024, volviendo a la normalidad el sábado 30 de marzo.",https://www.nmas.com.mx/ciudad-de-mexico/que-paso-metro-cdmx-hoy-27-de-marzo-2024-ultimas-noticias-retrasos-incidentes-lineas/,,toda la linea b presentó fallas en esa fecha por reparaciones 
